state,route,busname,price,bustype,departing_time,duration,reaching_time,star_rating,seats_available,type,date_of_scrape
APSRTC,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6960,₹ 365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,3h 47m,03:02,3.4,34 Seats,Government,02-08-2025
APSRTC,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6937,₹ 294,Express Non AC Seater 2+3,23:25,5h 20m,04:45,3.6,10 Seats,Government,02-08-2025
APSRTC,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6703,₹ 365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,3h 50m,03:35,3,33 Seats,Government,02-08-2025
APSRTC,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6962,₹ 365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:58,3h 52m,03:50,3.5,18 Seats,Government,02-08-2025
APSRTC,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6986,₹ 365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,4h 20m,04:19,4.2,27 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,Maheswari Travels,₹ 499,Non A/C Seater / Sleeper (2+1),20:00,6h 40m,02:40,3.8,17 Seats,Private,02-08-2025
APSRTC,Bangalore to Kadiri,Indu Travels,₹ 449,Non A/C Seater / Sleeper (2+1),20:00,6h 15m,02:15,3.5,16 Seats,Private,02-08-2025
APSRTC,Bangalore to Kadiri,SEVEN HILLS TRAVELS,₹ 399,Non A/C Seater / Sleeper (2+1),20:25,6h 5m,02:30,3.2,19 Seats,Private,02-08-2025
APSRTC,Bangalore to Kadiri,Indu Travels,₹ 399,Non A/C Seater / Sleeper (2+1),20:30,5h 45m,02:15,3.5,21 Seats,Private,02-08-2025
APSRTC,Bangalore to Kadiri,Vasavi travels,₹ 499,Non A/C Seater / Sleeper (2+1),20:30,5h 30m,02:00,3.8,33 Seats,Private,02-08-2025
APSRTC,Bangalore to Kadiri,AR & BCVR Travels,₹ 450,Non A/C Seater / Sleeper (2+1),21:15,5h 45m,03:00,4.1,18 Seats,Private,02-08-2025
APSRTC,Bangalore to Kadiri,Ahobila Travels,₹ 750,Non A/C Seater / Sleeper (2+1),20:00,6h,02:00,3.2,40 Seats,Private,02-08-2025
APSRTC,Bangalore to Kadiri,AR & BCVR Travels,₹ 600,Non A/C Seater / Sleeper (2+1),20:30,6h 30m,03:00,3.9,22 Seats,Private,02-08-2025
APSRTC,Bangalore to Kadiri,SREE LEKYAA TRAVELS,"₹ 5,000",A/C Sleeper (2+1),20:20,6h 40m,03:00,,36 Seats,Private,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 52532,₹ 224,Express Non AC Seater 2+3,17:30,4h 30m,22:00,2.6,45 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 52533,₹ 224,Express Non AC Seater 2+3,18:45,5h,23:45,3.7,42 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 6160,₹ 321,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,4h 44m,23:59,3.2,14 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 6182,₹ 321,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,5h,00:45,3.3,5 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 52535,₹ 224,Express Non AC Seater 2+3,21:30,5h,02:30,2.9,44 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 6112,₹ 321,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,4h,02:00,4.2,1 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 52596,₹ 205,Express Non AC Seater 2+3,22:30,5h,03:30,3.9,22 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 6129,₹ 321,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,4h,02:30,2.4,18 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 52542,₹ 226,Express Non AC Seater 2+3,23:00,5h 30m,04:30,3.9,23 Seats,Government,02-08-2025
APSRTC,Bangalore to Kadiri,APSRTC - 52537,₹ 224,Express Non AC Seater 2+3,23:05,4h 55m,04:00,3.7,31 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,KKaveri Travels,₹ 500,Non A/C Seater / Sleeper (2+1),21:00,7h 10m,04:10,3.5,5 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,V Kaveri Travels,₹ 949,Volvo Multi-Axle A/C Sleeper (2+1),21:30,6h 30m,04:00,4.1,15 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,Kamakshi Tours And Travels,₹ 549,Non A/C Seater / Sleeper (2+1),21:30,6h 45m,04:15,4.3,9 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,JSR Bus Tours & Travels,₹ 290,Non A/C Seater / Sleeper (2+1),22:35,5h 55m,04:30,4.4,16 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,Kaveri Travels,₹ 450,Non A/C Seater / Sleeper (2+1),21:30,7h 15m,04:45,4,11 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,Kundana Travels,₹ 499,A/C Sleeper (2+1),21:30,6h 55m,04:25,4.6,4 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,Pspk Bus,₹ 450,Non A/C Seater / Sleeper (2+1),21:30,6h 40m,04:10,4.2,21 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,V Kaveri Travels,₹ 700,NON A/C Sleeper (2+1),21:30,6h 30m,04:00,4.3,15 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,VSN Travels,₹ 590,A/C Sleeper (2+1),21:40,6h 15m,03:55,4.2,9 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,Sai Balaji Travels,₹ 499,A/C Sleeper (2+1),21:40,7h,04:40,4.6,17 Seats,Private,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 5815,₹ 402,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,7h 40m,02:30,3.6,10 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 4538,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,7h 15m,04:00,4,15 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 4529,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,7h 15m,04:00,4.2,15 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 5831,₹ 526,INDRA(A.C. Seater),21:00,7h,04:00,3.7,9 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 4527,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,6h 45m,04:25,3.9,9 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 4515,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,6h 50m,04:30,3.9,7 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 4556,₹ 526,INDRA(A.C. Seater),22:00,6h 40m,04:40,4.4,18 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 4448,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,7h,05:00,3.9,11 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 4546,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,6h 35m,04:35,3.8,11 Seats,Government,02-08-2025
APSRTC,Hyderabad to Narasaraopet,APSRTC - 4484,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,7h,05:15,4.3,12 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,VSN Travels,₹ 699,A/C Sleeper (2+1),22:30,7h,05:30,4.2,7 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,Siva Sai Balaji Tours and Travels,₹ 574,A/C Seater / Sleeper (2+1),22:30,6h,04:30,4.2,12 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,Siva Sai Balaji Tours and Travels,₹ 449,Non A/C Seater / Sleeper (2+1),22:35,5h 15m,03:50,4,9 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,Kundana Travels,₹ 499,A/C Sleeper (2+1),23:30,5h 30m,05:00,3.4,3 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,SRKT Travels,₹ 400,Non A/C Seater / Sleeper (2+1),22:40,5h 35m,04:15,3.7,20 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,Vikram sri krishna travels,₹ 130,Non A/C Seater / Sleeper (2+1),22:45,6h 15m,05:00,4.5,13 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,Kundana Travels,₹ 299,Non A/C Seater / Sleeper (2+1),22:45,7h 10m,05:55,3.9,10 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,Kundana Travels,₹ 990,NON A/C Seater (2+2),22:45,7h 10m,05:55,3.5,32 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,JSR Bus Tours & Travels,₹ 290,Non A/C Seater / Sleeper (2+1),22:50,5h 25m,04:15,4.1,20 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,PALURI GOWTHAMI TOURS AND TRAVELS,₹ 490,A/C Sleeper (2+1),22:55,6h 35m,05:30,4.5,11 Seats,Private,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 4482,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,4h 55m,02:55,3.8,8 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 4537,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,5h 5m,03:10,3.9,8 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 4553,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,5h 10m,03:25,4.5,8 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 4526,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:35,5h 5m,03:40,3.2,10 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 5816,₹ 435,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,4h 45m,03:25,4.6,8 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 4447,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,4h 45m,03:45,4.1,11 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 4516,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:05,5h 15m,04:20,3.6,9 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 4557,₹ 516,INDRA(A.C. Seater),23:15,4h 26m,03:41,4.1,13 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 4530,₹ 427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:35,5h 5m,04:40,4.2,8 Seats,Government,02-08-2025
APSRTC,Narasaraopet to Hyderabad,APSRTC - 5834,₹ 563,STAR LINER(NON-AC SLEEPER 2+1),23:50,4h 25m,04:15,3.7,2 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),Sri Vengamamba Bus Transport (SVBT),₹ 500,A/C Seater / Sleeper (2+1),22:30,5h 10m,03:40,4.5,11 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),IntrCity SmartBus,₹ 399,A/C Seater / Sleeper (2+1),19:00,4h,23:00,4.1,15 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),IntrCity SmartBus,₹ 399,A/C Seater / Sleeper (2+1),20:55,3h 50m,00:45,4.7,15 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),IntrCity SmartBus,₹ 509,A/C Seater / Sleeper (2+1),19:05,3h 50m,22:55,4.4,11 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),IntrCity SmartBus,₹ 639,VE A/C Seater / Sleeper (2+1),22:50,4h,02:50,4.7,8 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),IntrCity SmartBus,₹ 749,Bharat Benz A/C Sleeper (2+1),20:00,4h 10m,00:10,4.8,4 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),HANUMAN TRANSPORTS,₹ 440,Non A/C Seater / Sleeper (2+1),23:00,4h,03:00,4.3,13 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),IntrCity SmartBus,₹ 399,A/C Seater / Sleeper (2+1),20:25,4h,00:25,4.3,11 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),Jabbar Travels,₹ 610,NON A/C Semi Sleeper / Sleeper (2+1),22:30,4h,02:30,4.7,8 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),OVR Travels,₹ 650,Non A/C Seater / Sleeper (2+1),20:00,7h,03:00,4.3,37 Seats,Private,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 52219,₹ 307,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:00,4h 40m,21:40,4.3,35 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 52846,₹ 307,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:30,5h,22:30,3.7,35 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 52227,₹ 365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,4h 50m,22:35,2.7,28 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 52220,₹ 307,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",18:15,4h 45m,23:00,4.3,33 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 6598,₹ 365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,4h 25m,23:55,2.3,18 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 6586,₹ 365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,4h 35m,00:35,3.8,18 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 6319,₹ 365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,4h 45m,01:45,2,31 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 6542,₹ 434,STAR LINER(NON-AC SLEEPER 2+1),21:00,4h 30m,01:30,2.1,12 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 6345,₹ 365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,4h 45m,02:00,5,20 Seats,Government,02-08-2025
APSRTC,Bangalore to Anantapur (andhra pradesh),APSRTC - 51501,₹ 433,INDRA(A.C. Seater),21:15,4h 45m,02:00,2.1,35 Seats,Government,02-08-2025
APSRTC,Kadiri to Bangalore,AR & BCVR Travels,₹ 500,Non A/C Seater / Sleeper (2+1),23:55,5h 5m,05:00,3.3,23 Seats,Private,02-08-2025
APSRTC,Kadiri to Bangalore,Indu Travels,₹ 449,Non A/C Seater / Sleeper (2+1),23:59,5h 1m,05:00,3.8,10 Seats,Private,02-08-2025
APSRTC,Kadiri to Bangalore,SEVEN HILLS TRAVELS,₹ 499,Non A/C Seater / Sleeper (2+1),23:59,5h 1m,05:00,3.3,12 Seats,Private,02-08-2025
APSRTC,Kadiri to Bangalore,Vasavi travels,₹ 500,Non A/C Seater / Sleeper (2+1),23:59,5h 31m,05:30,3.8,16 Seats,Private,02-08-2025
APSRTC,Kadiri to Bangalore,Maheswari Travels,₹ 399,Non A/C Seater / Sleeper (2+1),23:45,6h 5m,05:50,1,6 Seats,Private,02-08-2025
APSRTC,Kadiri to Bangalore,Indu Travels,₹ 449,Non A/C Seater / Sleeper (2+1),23:55,5h 35m,05:30,2.6,16 Seats,Private,02-08-2025
APSRTC,Kadiri to Bangalore,Ahobila Travels,₹ 700,Non A/C Seater / Sleeper (2+1),23:30,5h 30m,05:00,3.2,1 Seats,Private,02-08-2025
APSRTC,Kadiri to Bangalore,APSRTC - 6824,₹ 224,Express Non AC Seater 2+3,17:15,4h 45m,22:00,2.6,42 Seats,Government,02-08-2025
APSRTC,Kadiri to Bangalore,APSRTC - 52511,₹ 205,Express Non AC Seater 2+3,18:00,3h 30m,21:30,4.4,35 Seats,Government,02-08-2025
APSRTC,Kadiri to Bangalore,APSRTC - 52545,₹ 246,Express Non AC Seater 2+3,20:30,4h 15m,00:45,4.1,44 Seats,Government,02-08-2025
APSRTC,Kadiri to Bangalore,APSRTC - 6846,₹ 224,Express Non AC Seater 2+3,21:45,4h 30m,02:15,4.1,42 Seats,Government,02-08-2025
APSRTC,Kadiri to Bangalore,APSRTC - 52509,₹ 246,Express Non AC Seater 2+3,23:00,4h 20m,03:20,3.8,41 Seats,Government,02-08-2025
APSRTC,Kadiri to Bangalore,APSRTC - 6149,₹ 321,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,4h 55m,04:15,4.7,17 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,SRI VIJAYA KRISHNA TOURS and TRAVELS,₹ 999,Non A/C Seater / Sleeper (2+1),21:45,4h 45m,02:30,3.5,1 Seats,Private,02-08-2025
APSRTC,Visakhapatnam to Kakinada,Gaganasri Travels,"₹ 5,000",Non A/C Seater / Sleeper (2+1),23:10,3h 50m,03:00,,1 Seats,Private,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 2542,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,4h 35m,21:35,2,34 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 3437,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,4h 15m,21:30,2.8,34 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 3715,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,5h 10m,22:40,3.7,36 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 2215,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,4h 35m,22:05,3.7,34 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 2818,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,3h 40m,21:40,1.6,34 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 2834,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,4h 15m,22:30,2,34 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 2668,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,3h 40m,22:10,1.6,34 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 3713,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,4h 59m,23:59,4.6,37 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 2820,₹ 340,INDRA(A.C. Seater),19:15,3h 40m,22:55,2.8,29 Seats,Government,02-08-2025
APSRTC,Visakhapatnam to Kakinada,APSRTC - 2579,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,4h 50m,00:30,3.7,34 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,Vibhav Holidays,₹ 499,A/C Sleeper (2+1),16:00,5h,21:00,3.3,12 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,Sea Bird Tourist,₹ 450,A/C Sleeper (2+1),16:00,6h,22:00,3.2,7 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,NueGo,₹ 342,Electric A/C Seater (2+2),16:05,6h 45m,22:50,4.3,1 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,HYBUS,₹ 585,Bharat Benz A/C Sleeper (2+1),23:45,5h 30m,05:15,4.6,15 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,HYBUS,₹ 558,Bharat Benz A/C Sleeper (2+1),16:40,3h 50m,20:30,4.5,13 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,KTC Travels,₹ 395,A/C Sleeper (2+1),16:45,5h 50m,22:35,3.9,16 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,FRESHBUS,₹ 422,Electric A/C Seater (2+2),17:00,5h 30m,22:30,4.6,10 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,Bharathi Travels,₹ 550,A/C Sleeper (2+1),17:30,5h 45m,23:15,3.8,16 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,NueGo,₹ 332,Electric A/C Seater (2+2),18:00,29h 45m,23:45,4.5,21 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,FRESHBUS,₹ 359,Electric A/C Seater (2+2),18:00,6h 5m,00:05,4.6,38 Seats,Private,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 9003,₹ 312,Express Non AC Seater 2+3,18:00,6h 25m,00:25,3.8,43 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 9041,₹ 333,Express Non AC Seater 2+3,19:00,6h 25m,01:25,2.8,34 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 9080,₹ 333,Express Non AC Seater 2+3,19:45,6h 30m,02:15,2.4,43 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 5524,₹ 296,Express Non AC Seater 2+3,20:45,6h 10m,02:55,3.8,39 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 9061,₹ 333,Express Non AC Seater 2+3,21:15,6h 30m,03:45,4.1,45 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 3764,₹ 426,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,4h 50m,02:20,3.8,32 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 3878,₹ 426,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,4h 50m,02:30,3.9,33 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 5504,₹ 312,SAPTAGIRI EXPRESS,21:45,6h,03:45,3.6,45 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 5528,₹ 456,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,6h,04:30,4.6,28 Seats,Government,02-08-2025
APSRTC,Tirupati to Bangalore,APSRTC - 5314,₹ 426,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,5h 35m,04:05,4.1,33 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,Shyamoli Paribahan Pvt Ltd,₹ 650,Bharat Benz A/C Sleeper (2+1),18:15,4h 20m,22:35,4.3,5 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,IRA TRANSPORTS,₹ 799,A/C Sleeper (2+1),19:00,2h 30m,21:30,4,24 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,Bharathi Tours & Travels,₹ 590,A/C Sleeper (2+1),23:29,5h 1m,04:30,3.4,12 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,Bharathi Tours & Travels,₹ 405,Non A/C Seater / Sleeper (2+1),23:40,4h 20m,04:00,4.2,16 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,LSR Travels,₹ 300,Non A/C Seater / Sleeper (2+1),23:40,6h 25m,06:05,,23 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,Sri KVR Travels,₹ 510,Non A/C Seater / Sleeper (2+1),23:45,5h 15m,05:00,4.2,32 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,Sri Venkateswara Travels,₹ 350,Non A/C Seater / Sleeper (2+1),23:45,6h 15m,06:00,3.2,19 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,RRR Travels,₹ 700,A/C Seater / Sleeper (2+1),23:45,5h 30m,05:15,3.9,31 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,Sri Krishna Travels(VGN),₹ 450,Non A/C Seater / Sleeper (2+1),23:55,6h 10m,06:05,3.7,10 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,Sri Krishna Travels(VGN),₹ 400,NON A/C Hi-Tech (2+2),23:55,5h 30m,05:25,3.7,30 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 8657,₹ 389,Rajdhani (AC Semi Sleeper 2+2),16:45,3h,19:45,3.6,28 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 64567,₹ 389,Rajdhani (AC Semi Sleeper 2+2),16:50,3h 30m,20:20,3.8,26 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 1319,₹ 389,LAHARI A/C SLEEPER CUM SEATER,17:10,2h 40m,19:50,3.4,23 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 8613,₹ 320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,5h 10m,22:30,3.8,30 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 8675,₹ 389,Rajdhani (AC Semi Sleeper 2+2),17:30,3h 30m,21:00,4.7,28 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 8822,₹ 320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,3h 55m,21:40,3.8,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 8859,₹ 320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,4h 10m,22:10,3.8,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 1952,₹ 389,LAHARI A/C SLEEPER CUM SEATER,18:10,2h 10m,20:20,2.6,35 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 64089,₹ 389,Rajdhani (AC Semi Sleeper 2+2),18:15,3h 5m,21:20,4.1,30 Seats,Government,02-08-2025
