state,route,busname,price,bustype,departing_time,duration,reaching_time,star_rating,seats_available,type,date_of_scrape
TSRTC Online Bus Ticket Booking,Khammam to Hyderabad,TGSRTC - 8919,₹ 320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,3h 40m,22:10,3.8,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Srisailam,TGSRTC - 4322,₹ 431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,12h 35m,08:20,2.8,11 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Srisailam,TGSRTC - 1252,₹ 431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,12h 5m,08:20,2.5,14 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Srisailam,TGSRTC - 1280,₹ 431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,11h 35m,08:20,1.8,11 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Srisailam,TGSRTC - 1045,₹ 431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,11h,08:30,4.1,2 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Srisailam,TGSRTC - 1250,₹ 431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,10h 35m,08:20,3.7,8 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Srisailam,TGSRTC - 1286,₹ 431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,10h 5m,08:20,4.3,5 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,Siri Tours and Travels,₹ 500,A/C Seater / Sleeper (2+1),18:30,6h,00:30,3.1,23 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,Puri Jagannadh Tours And Travels,₹ 555,Non A/C Seater / Sleeper (2+1),18:30,8h,02:30,3.9,12 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,Gupta Travels Galaxy,₹ 800,A/C Sleeper (2+1),18:45,4h 25m,23:10,3.3,23 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,Sri Krishna Travels,₹ 600,Non A/C Seater / Sleeper (2+1),19:30,4h,23:30,3.7,14 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,SBS Tours and Travels,₹ 444,Non A/C Seater / Sleeper (2+1),19:50,6h 34m,02:24,3.7,26 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,Sri Krishna Travels(VGN),₹ 450,NON A/C Hi-Tech (2+2),20:20,7h 10m,03:30,3.7,17 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,Sri Krishna Travels(VGN),₹ 450,NON A/C Hi-Tech (2+2),20:20,7h 10m,03:30,3.7,10 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,Sri KVR Travels,₹ 510,Non A/C Seater / Sleeper (2+1),20:30,6h 30m,03:00,4.2,5 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,DMR Travels,₹ 900,A/C Sleeper (2+1),20:50,5h 40m,02:30,3.6,24 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,Sri KVR Travels,₹ 450,Non A/C Seater / Sleeper (2+1),21:00,6h 15m,03:15,4.3,18 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 8687,₹ 389,Rajdhani (AC Semi Sleeper 2+2),16:45,3h 30m,20:15,3.4,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 64021,₹ 389,Rajdhani (AC Semi Sleeper 2+2),17:30,3h 30m,21:00,1.7,26 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 64363,₹ 320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,4h 20m,22:20,3.9,26 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 8610,₹ 389,Rajdhani (AC Semi Sleeper 2+2),18:15,3h 30m,21:45,4.2,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 7645,₹ 320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,7h 15m,01:45,3.9,28 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 8928,₹ 320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,4h 40m,23:10,3.9,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 8618,₹ 320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:40,4h 20m,23:00,3.9,30 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 8699,₹ 389,Rajdhani (AC Semi Sleeper 2+2),19:00,3h 30m,22:30,2.3,32 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 8933,₹ 320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,4h 50m,00:05,3.9,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Khammam,TGSRTC - 8643,₹ 389,Rajdhani (AC Semi Sleeper 2+2),19:45,3h 30m,23:15,2.3,26 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,IntrCity SmartBus,₹ 539,A/C Seater / Sleeper (2+1),23:05,7h 25m,06:30,4.7,10 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,IntrCity SmartBus,₹ 649,Bharat Benz A/C Seater /Sleeper (2+1),23:35,6h 30m,06:05,4.6,13 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,FRESHBUS,₹ 395,Electric A/C Seater (2+2),23:20,6h 40m,06:00,4.6,15 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,FRESHBUS,₹ 602,Electric A/C Seater/Sleeper (2+1),23:40,6h 40m,06:20,4.6,37 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,FRESHBUS,₹ 539,Electric A/C Seater (2+2),22:35,6h 50m,05:25,4.6,31 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,FRESHBUS,₹ 299,Electric A/C Seater (2+2),16:10,7h 55m,00:05,4.8,16 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,FRESHBUS,₹ 300,Electric A/C Seater (2+2),17:35,7h 30m,01:05,4.5,31 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,zingbus plus,₹ 527,A/C Seater / Sleeper (2+1),23:10,6h 45m,05:55,4.4,25 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,NueGo,₹ 474,Electric A/C Seater (2+2),21:30,7h 25m,04:55,4.5,10 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,FRESHBUS,₹ 575,Electric A/C Seater (2+2),23:59,6h 36m,06:35,4.5,26 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 3570,₹ 670,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:15,6h 40m,23:55,3.7,36 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 3366,₹ 469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,7h 50m,01:45,2.6,29 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 3360,₹ 720,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:25,7h 5m,01:30,3.6,38 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 2575,₹ 639,NIGHT RIDER (SEATER CUM SLEEPER),18:55,6h 50m,01:45,2.5,30 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 2674,₹ 469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,7h 50m,03:05,3.4,27 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 2898,₹ 607,STAR LINER(NON-AC SLEEPER 2+1),19:25,6h 20m,01:45,4.8,22 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 4916,₹ 469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25,6h 50m,02:15,1.2,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 98050,₹ 436,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,7h,02:30,4.9,32 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 2563,₹ 528,INDRA(A.C. Seater),19:30,5h 35m,01:05,2.7,37 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Vijayawada,APSRTC - 24262,₹ 469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,7h,02:30,3.8,17 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,Mythri Tours And Travels,₹ 449,A/C Sleeper (2+1),18:40,3h 40m,22:20,3.5,2 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,Harikrishna Travels,₹ 700,Non A/C Seater / Sleeper (2+1),20:30,2h 30m,23:00,2.2,4 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,IRA TRANSPORTS,"₹ 1,286",A/C Sleeper (2+1),18:30,3h 15m,21:45,4,5 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,IRA TRANSPORTS,"₹ 1,574",VE A/C Sleeper (2+1),18:45,3h 45m,22:30,4,4 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,Harikrishna Travels,"₹ 3,999",A/C Sleeper (2+1),20:00,3h,23:00,2.2,36 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 9443,₹ 260,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,3h 20m,19:50,3.2,27 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 7053,₹ 260,e-SUP LUXURY (2+2),16:30,3h,19:30,4.4,35 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 7122,₹ 315,Rajdhani (AC Semi Sleeper 2+2),16:30,3h,19:30,3.8,35 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 7055,₹ 260,e-SUP LUXURY (2+2),17:10,3h,20:10,4,36 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 7395,₹ 260,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,3h,20:20,3.5,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 7808,₹ 315,LAHARI A/C SLEEPER CUM SEATER,17:30,3h 45m,21:15,4.4,26 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 7057,₹ 260,e-SUP LUXURY (2+2),17:50,3h,20:50,5,36 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 7326,₹ 260,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,3h,20:55,2.5,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 7059,₹ 260,e-SUP LUXURY (2+2),18:30,3h,21:30,4.8,36 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Karimnagar to Hyderabad,TGSRTC - 7061,₹ 260,e-SUP LUXURY (2+2),18:50,3h,21:50,3.3,36 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,Muskan Travels,₹ 344,NON A/C Semi Sleeper (2+2),22:00,8h 30m,06:30,3.9,14 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,zingbus plus,₹ 862,VE A/C Sleeper (2+1),22:45,6h 25m,05:10,4.6,11 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,Sitara Travels,₹ 349,NON A/C Airbus (2+2),22:00,7h 15m,05:15,3.7,24 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,Diamond Travels,₹ 400,NON A/C Seater (2+1),22:30,6h 30m,05:00,3.7,21 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,Orange Tours and Travels,₹ 450,Volvo Multi-Axle A/C (2+2),18:00,5h 15m,23:15,3.6,11 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,Sahara Tours and Travels,₹ 400,Bharat Benz A/C Seater (2+2),18:00,5h 15m,23:15,3.6,26 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,Savera Tours and Travels,₹ 569,NON A/C Sleeper (2+1),22:15,7h 15m,05:30,3.4,1 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,MDK TOURS AND TRAVELS,₹ 387,Non A/C Seater / Sleeper (2+1),22:00,7h 30m,05:30,3.5,18 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,Sahara Tours and Travels,₹ 350,Non AC Seater (2+2),22:00,6h 30m,04:30,3.5,16 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,Hans Travels (I) Private Limited,₹ 999,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:00,6h 30m,22:30,3.9,20 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 1135,₹ 509,Lahari Non A/C Sleeper Cum Seater,16:30,5h 40m,22:10,1.8,42 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 1139,₹ 584,Rajdhani (AC Semi Sleeper 2+2),17:15,5h 45m,23:00,3.6,28 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 1155,₹ 509,Lahari Non A/C Sleeper Cum Seater,17:30,7h 40m,01:10,3.6,36 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 7954,₹ 402,SEMI DELUXE,18:00,6h 40m,00:40,3.6,54 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 7932,₹ 481,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,7h 30m,02:30,4,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 7908,₹ 481,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,7h 25m,03:55,4.1,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 7920,₹ 481,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,7h 25m,04:25,3.7,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 7906,₹ 483,Lahari Non A/C Sleeper Cum Seater,21:30,7h 25m,04:55,3.2,37 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 7912,₹ 481,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,7h 25m,05:15,4.9,26 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Adilabad,TGSRTC - 1656,₹ 584,Rajdhani (AC Semi Sleeper 2+2),22:15,5h 40m,03:55,3.2,32 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,Bharathi Tours & Travels,₹ 441,Non A/C Seater / Sleeper (2+1),21:20,6h 40m,04:00,3.3,20 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,DNR Express,₹ 800,AC Sleeper (2+1),21:30,4h 30m,02:00,3.2,9 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8099,₹ 391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,5h 15m,22:00,3.7,30 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8092,₹ 391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,5h 15m,22:30,3.7,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8034,₹ 391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,6h 5m,00:05,3.7,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8019,₹ 474,Rajdhani (AC Semi Sleeper 2+2),18:00,5h 15m,23:15,3.7,30 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8180,₹ 406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,5h 25m,01:25,2.6,29 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8158,₹ 391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,5h 50m,03:05,3.7,30 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8042,₹ 406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,6h 15m,03:35,4.7,26 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8011,₹ 474,Rajdhani (AC Semi Sleeper 2+2),21:45,5h 15m,03:00,3.7,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8032,₹ 424,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,6h 15m,04:00,,20 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Hyderabad to Mancherial,TGSRTC - 8028,₹ 386,Lahari Non A/C Sleeper Cum Seater,22:30,5h 55m,04:25,3.3,16 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,Bharathi Tours & Travels,₹ 690,A/C Sleeper (2+1),23:00,6h 30m,05:30,4.4,10 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,VSR Tours and Travels,₹ 649,A/C Sleeper (2+1),23:45,6h 15m,06:00,4.5,12 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,BSR Tours And Travels,₹ 680,A/C Sleeper (2+1),23:15,6h 45m,06:00,4.3,10 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,BSR Tours And Travels,₹ 680,Volvo Multi-Axle A/C Sleeper (2+1),23:30,6h 30m,06:00,4.3,5 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,Bharathi Tours & Travels,₹ 405,Non A/C Seater / Sleeper (2+1),23:10,5h 50m,05:00,3.9,20 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,Bharathi Tours & Travels,₹ 531,A/C Sleeper (2+1),23:25,5h 35m,05:00,4.3,16 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,Bharathi Tours & Travels,₹ 450,Non A/C Seater / Sleeper (2+1),23:00,6h,05:00,3.8,22 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,SAIRAJ TRAVELS,₹ 600,A/C Sleeper (2+1),23:00,6h 30m,05:30,4.7,5 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,SAIRAJ TRAVELS,₹ 500,NON A/C Seater (2+2),23:00,7h 15m,06:15,4.5,8 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,Nani’s Sai Krishna Travels,₹ 400,Non A/C Seater / Sleeper (2+1),23:09,5h 51m,05:00,3.3,15 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 6914,₹ 451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,6h 15m,23:05,3.7,28 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 8791,₹ 548,Rajdhani (AC Semi Sleeper 2+2),19:00,6h,01:00,3.5,32 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 6631,₹ 470,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,7h,03:30,3.7,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 8754,₹ 451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,6h,02:45,3.7,29 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 1224,₹ 392,Deluxe (Non AC Seater 2+2),21:00,7h 53m,04:53,3.7,35 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 8797,₹ 548,Rajdhani (AC Semi Sleeper 2+2),21:15,6h,03:15,3.7,32 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 8925,₹ 497,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,7h 30m,05:00,3.6,31 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 8718,₹ 451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,6h 5m,03:45,4.3,30 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 7646,₹ 451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,6h,04:00,2.9,29 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Kothagudem to Hyderabad,TGSRTC - 1323,₹ 548,LAHARI A/C SLEEPER CUM SEATER,22:05,4h 15m,02:20,3.7,33 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,IntrCity SmartBus,₹ 569,A/C Seater / Sleeper (2+1),22:45,7h,05:45,4.6,18 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,IntrCity SmartBus,₹ 679,Scania AC Multi Axle Sleeper (2+1),22:35,6h 45m,05:20,4.6,16 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,IntrCity SmartBus,₹ 779,AC Sleeper (2+1),22:25,7h 15m,05:40,4.6,10 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,FRESHBUS,₹ 413,Electric A/C Seater (2+2),16:10,7h 25m,23:35,4.6,29 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,Sri Sanvi Tours and Travels,₹ 764,A/C Sleeper (2+1),22:20,7h 10m,05:30,4.4,13 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,Sri Sanvi Tours and Travels,₹ 764,A/C Sleeper (2+1),22:40,6h 50m,05:30,4.5,15 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,zingbus plus,₹ 474,A/C Seater / Sleeper (2+1),22:35,7h 5m,05:40,4.3,20 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,zingbus plus,₹ 459,Bharat Benz A/C Seater /Sleeper (2+1),22:55,7h 10m,06:05,4.3,25 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,Teja Tours and Travels,₹ 432,A/C Seater/Sleeper (2+1),23:00,7h,06:00,4.4,9 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,Pavan Tours and Travels,₹ 540,VE A/C Sleeper (2+1),22:00,6h 55m,04:55,4.3,10 Seats,Private,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4256,₹ 451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,6h 25m,02:55,3.9,29 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4737,₹ 483,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,5h 40m,02:40,3.1,29 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4250,₹ 483,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,5h 50m,03:05,3.4,20 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4620,₹ 483,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,6h 5m,03:50,3.2,11 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4198,₹ 585,INDRA(A.C. Seater),22:00,5h 50m,03:50,4.3,23 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4252,₹ 483,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,6h 20m,04:25,3.6,24 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4611,₹ 483,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,5h 45m,04:00,4.5,21 Seats,Government,02-08-2025
TSRTC Online Bus Ticket Booking,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4178,₹ 817,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,6h 5m,04:20,3.9,42 Seats,Government,02-08-2025
